timestamp,run_id,epoch,episode,total_episode_count,state_encoder_version,total_actions,blocks_placed,invalid_actions,episode_ms,context_ms,state_encode_ms,next_state_encode_ms,action_select_ms,grid_clone_ms,placement_ms,finalize_ms,reward_ms,replay_ms,train_batch_ms,invalid_log_ms,final_eval_ms,episode_log_ms,update_best_ms,untracked_ms,top_stage,top_stage_ms,rejected_proximity,rejected_rot_aim,dead_tiles,dead_rotations,pruned_types
2026-05-06 12:46:13,run_1778060708817,1,18,18,v3,24,23,0,1557.092,0.274,9.865,12.156,152.575,0.722,0.482,0.747,3.586,0.081,1374.934,0.000,0.291,0.279,0.073,1.027,train_batch,1374.934,10849,0,0,0,0
2026-05-06 12:46:15,run_1778060708817,1,19,19,v3,22,21,0,1299.292,0.275,8.309,9.186,126.766,0.534,0.421,0.523,2.699,0.035,1149.177,0.000,0.243,0.334,0.050,0.740,train_batch,1149.177,11219,0,0,0,0
2026-05-06 12:46:15,run_1778060708817,1,20,20,v3,8,8,0,464.610,0.077,2.401,2.606,44.543,0.102,0.129,0.087,0.619,0.013,413.350,0.000,0.126,0.261,0.031,0.264,train_batch,413.350,3819,0,0,0,0
2026-05-06 12:46:16,run_1778060708817,1,21,21,v3,9,8,0,737.678,0.087,3.849,4.007,83.800,0.093,0.156,0.109,0.731,0.013,644.081,0.000,0.207,0.231,0.045,0.270,train_batch,644.081,5549,0,0,0,0
2026-05-06 12:46:17,run_1778060708817,1,22,22,v3,19,18,0,1058.777,0.183,6.966,7.292,100.560,0.276,0.240,0.324,1.986,0.025,939.943,0.000,0.229,0.257,0.031,0.466,train_batch,939.943,9124,0,0,0,0
2026-05-06 12:46:17,run_1778060708817,1,23,23,v3,6,5,0,407.298,0.048,1.659,1.788,31.937,0.038,0.058,0.043,0.330,0.007,371.052,0.000,0.008,0.209,0.017,0.103,train_batch,371.052,3286,0,0,0,0
2026-05-06 12:46:19,run_1778060708817,1,24,24,v3,27,26,0,1465.534,0.276,9.484,9.320,142.402,0.497,0.448,0.577,2.864,0.034,1298.351,0.000,0.269,0.211,0.061,0.739,train_batch,1298.351,13184,0,0,0,0
2026-05-06 12:46:19,run_1778060708817,1,25,25,v3,8,7,0,415.821,0.066,2.003,2.042,40.916,0.048,0.082,0.070,0.430,0.009,369.726,0.000,0.105,0.185,0.015,0.125,train_batch,369.726,3450,0,0,0,0
2026-05-06 12:46:20,run_1778060708817,1,26,26,v3,14,13,0,852.676,0.133,4.013,4.464,75.572,0.152,0.188,0.200,1.226,0.020,766.014,0.000,0.151,0.203,0.027,0.313,train_batch,766.014,8234,0,0,0,0
2026-05-06 12:46:21,run_1778060708817,1,27,27,v3,6,6,0,487.733,0.056,2.053,1.698,32.174,0.050,0.075,0.054,0.330,0.008,450.721,0.000,0.127,0.246,0.019,0.124,train_batch,450.721,3024,0,0,0,0
2026-05-06 12:46:21,run_1778060708817,1,28,28,v3,11,10,0,619.919,0.099,2.868,2.976,55.525,0.096,0.144,0.141,0.849,0.014,556.687,0.000,0.108,0.178,0.020,0.214,train_batch,556.687,5660,0,0,0,0
2026-05-06 12:46:24,run_1778060708817,1,29,29,v3,49,48,0,2731.680,0.556,20.501,20.536,270.317,1.601,0.819,2.582,8.409,0.068,2403.317,0.000,0.576,0.217,0.145,2.035,train_batch,2403.317,24786,0,0,0,0
2026-05-06 12:46:25,run_1778060708817,1,30,30,v3,15,14,0,893.584,0.158,6.399,6.903,103.647,0.211,0.203,0.229,1.353,0.023,773.598,0.000,0.172,0.278,0.037,0.374,train_batch,773.598,7635,0,0,0,0
2026-05-06 12:46:26,run_1778060708817,1,31,31,v3,19,18,0,1098.509,0.194,7.843,7.269,111.806,0.276,0.182,0.314,1.666,0.028,967.920,0.000,0.232,0.245,0.048,0.486,train_batch,967.920,9129,0,0,0,0
2026-05-06 12:46:26,run_1778060708817,1,32,32,v3,6,5,0,412.679,0.061,1.701,1.713,32.297,0.037,0.046,0.052,0.328,0.008,376.099,0.000,0.002,0.209,0.016,0.111,train_batch,376.099,3626,0,0,0,0
2026-05-06 12:46:27,run_1778060708817,1,33,33,v3,13,13,0,820.364,0.112,4.418,4.705,67.839,0.137,0.242,0.150,0.931,0.015,741.121,0.000,0.164,0.219,0.036,0.277,train_batch,741.121,7514,0,0,0,0
2026-05-06 12:46:28,run_1778060708817,1,34,34,v3,20,19,0,1052.368,0.199,6.786,7.087,107.772,0.283,0.218,0.375,2.852,0.033,925.724,0.000,0.188,0.173,0.035,0.645,train_batch,925.724,9062,0,0,0,0
2026-05-06 12:46:29,run_1778060708817,1,35,35,v3,10,9,0,636.560,0.095,2.898,2.688,52.617,0.085,0.159,0.112,0.645,0.016,576.697,0.000,0.107,0.181,0.024,0.237,train_batch,576.697,5028,0,1,0,0
2026-05-06 12:46:29,run_1778060708817,1,36,36,v3,7,6,0,414.060,0.057,2.404,2.558,36.811,0.054,0.077,0.061,0.363,0.010,371.232,0.000,0.099,0.188,0.017,0.130,train_batch,371.232,3454,0,0,0,0
2026-05-06 12:46:30,run_1778060708817,1,37,37,v3,16,15,0,980.204,0.163,6.406,6.477,94.116,0.196,0.163,0.232,1.285,0.026,870.328,0.000,0.162,0.216,0.029,0.404,train_batch,870.328,6986,0,1,0,0
2026-05-06 12:46:31,run_1778060708817,1,38,38,v3,12,11,0,670.613,0.113,3.347,3.288,73.035,0.162,0.118,0.198,0.867,0.019,588.807,0.000,0.164,0.182,0.024,0.288,train_batch,588.807,5797,0,0,0,0
2026-05-06 12:46:32,run_1778060708817,1,39,39,v3,6,5,0,664.703,1.489,2.470,1.901,46.295,0.064,0.075,0.076,0.782,0.013,611.019,0.000,0.022,0.310,0.023,0.165,train_batch,611.019,3270,0,0,0,0
2026-05-06 12:46:32,run_1778060708817,1,40,40,v3,16,15,0,916.191,0.191,5.929,5.375,99.747,0.223,0.249,0.270,1.396,0.032,801.854,0.000,0.198,0.220,0.033,0.473,train_batch,801.854,8033,0,1,0,0
2026-05-06 12:46:33,run_1778060708817,1,41,41,v3,6,5,0,422.594,0.053,1.787,1.917,35.462,0.039,0.054,0.050,0.288,0.009,382.525,0.000,0.002,0.283,0.017,0.108,train_batch,382.525,3306,0,1,0,0
2026-05-06 12:46:33,run_1778060708817,1,42,42,v3,6,5,0,422.606,0.055,1.742,1.614,33.613,0.049,0.057,0.063,0.352,0.010,384.659,0.000,0.002,0.238,0.015,0.137,train_batch,384.659,2941,0,0,0,0
2026-05-06 12:46:34,run_1778060708817,1,43,43,v3,8,8,0,456.203,0.077,2.198,2.625,43.949,0.069,0.113,0.102,0.495,0.016,405.942,0.000,0.105,0.234,0.023,0.257,train_batch,405.942,3254,0,0,0,0
2026-05-06 12:46:35,run_1778060708817,1,44,44,v3,13,12,0,949.365,0.143,4.648,4.659,96.541,0.159,0.195,0.213,1.144,0.026,840.808,0.000,0.184,0.226,0.044,0.376,train_batch,840.808,8423,0,0,0,0
2026-05-06 12:46:35,run_1778060708817,1,45,45,v3,8,7,0,497.578,0.079,3.742,3.726,68.415,0.078,0.127,0.087,0.520,0.017,420.208,0.000,0.122,0.218,0.028,0.211,train_batch,420.208,3724,0,0,0,0
2026-05-06 12:46:36,run_1778060708817,1,46,46,v3,18,18,0,1025.054,0.163,5.234,5.119,93.583,0.265,0.209,0.307,1.274,0.029,917.931,0.000,0.225,0.188,0.037,0.490,train_batch,917.931,9568,0,0,0,0
2026-05-06 12:46:37,run_1778060708817,1,47,47,v3,9,8,0,694.774,0.087,2.697,2.691,51.950,0.072,0.113,0.112,0.581,0.016,635.797,0.000,0.129,0.260,0.032,0.238,train_batch,635.797,5437,0,0,0,0
2026-05-06 12:46:37,run_1778060708817,1,48,48,v3,6,5,0,421.644,0.056,2.308,2.799,38.435,0.052,0.063,0.134,0.370,0.012,377.030,0.000,0.002,0.202,0.018,0.163,train_batch,377.030,3605,0,1,0,0
2026-05-06 12:46:39,run_1778060708817,1,49,49,v3,22,21,0,1240.157,0.258,8.860,8.861,122.967,0.338,0.226,0.463,1.969,0.041,1094.996,0.000,0.228,0.255,0.035,0.661,train_batch,1094.996,11154,0,1,0,0
2026-05-06 12:46:40,run_1778060708817,1,50,50,v3,22,22,0,1249.516,0.212,8.340,8.516,124.830,0.371,0.248,0.466,1.900,0.030,1103.529,0.000,0.217,0.208,0.040,0.610,train_batch,1103.529,11393,0,1,0,0
2026-05-06 12:46:59,run_1778060708817,1,75,75,v3,8,7,0,426.881,0.066,2.389,2.235,42.513,0.052,0.078,0.055,0.436,0.013,378.615,0.000,0.078,0.173,0.018,0.162,train_batch,378.615,3704,0,0,0,0
2026-05-06 12:47:20,run_1778060708817,1,100,100,v3,7,6,0,398.268,0.059,1.879,1.774,36.397,0.042,0.063,0.043,0.308,0.010,357.342,0.000,0.071,0.143,0.015,0.123,train_batch,357.342,3641,0,0,0,0
2026-05-06 12:47:41,run_1778060708817,2,25,125,v3,47,48,0,2461.127,0.537,18.924,18.442,258.779,1.281,0.526,1.698,4.958,0.071,2153.800,0.000,0.214,0.002,0.085,1.810,train_batch,2153.800,21856,0,1,0,0
2026-05-06 12:47:58,run_1778060708817,2,50,150,v3,7,6,0,408.151,0.062,2.138,1.850,41.242,0.045,0.078,0.043,0.312,0.012,361.941,0.000,0.057,0.227,0.018,0.128,train_batch,361.941,3678,0,0,0,0
2026-05-06 12:48:17,run_1778060708817,2,75,175,v3,8,7,0,409.588,0.062,2.356,2.253,43.881,0.058,0.054,0.048,0.321,0.006,360.372,0.000,0.065,0.003,0.018,0.092,train_batch,360.372,3627,0,0,0,0
2026-05-06 12:48:40,run_1778060708817,2,100,200,v3,9,8,0,601.753,0.074,2.909,2.849,48.267,0.057,0.064,0.066,0.430,0.007,546.541,0.000,0.077,0.259,0.027,0.127,train_batch,546.541,5241,0,0,0,0
2026-05-06 12:48:58,run_1778060708817,3,25,225,v3,7,6,0,410.258,0.056,2.813,2.725,43.650,0.043,0.059,0.040,0.298,0.006,360.390,0.000,0.070,0.004,0.013,0.089,train_batch,360.390,3783,0,0,0,0
2026-05-06 12:49:18,run_1778060708817,3,50,250,v3,10,9,0,635.309,0.086,4.243,3.904,64.022,0.080,0.075,0.064,0.451,0.008,561.940,0.000,0.082,0.205,0.017,0.133,train_batch,561.940,5287,0,0,0,0
2026-05-06 12:49:39,run_1778060708817,3,75,275,v3,16,15,0,994.234,0.162,10.220,9.505,139.490,0.201,0.154,0.191,1.019,0.014,832.891,0.000,0.083,0.002,0.021,0.282,train_batch,832.891,7038,0,0,0,0
2026-05-06 12:50:02,run_1778060708817,3,100,300,v3,8,7,0,440.690,0.067,3.098,4.232,52.872,0.048,0.062,0.047,0.359,0.007,379.568,0.000,0.053,0.168,0.014,0.096,train_batch,379.568,3783,0,0,0,0
2026-05-06 12:50:23,run_1778060708817,4,25,325,v3,23,22,0,1336.603,0.242,9.695,8.228,150.637,0.334,0.176,0.366,1.410,0.017,1164.915,0.000,0.106,0.002,0.029,0.448,train_batch,1164.915,11145,0,0,0,0
2026-05-06 12:50:47,run_1778060708817,4,50,350,v3,8,7,0,443.537,0.088,3.483,3.398,52.037,0.055,0.049,0.051,0.341,0.005,383.575,0.000,0.061,0.268,0.015,0.110,train_batch,383.575,3664,0,0,0,0
2026-05-06 12:51:10,run_1778060708817,4,75,375,v3,13,13,0,921.973,0.123,5.590,5.527,84.427,0.150,0.099,0.137,0.702,1.698,823.109,0.000,0.109,0.002,0.035,0.267,train_batch,823.109,6450,0,0,0,0
2026-05-06 12:51:41,run_1778060708817,4,100,400,v3,21,20,0,1337.468,0.225,10.153,9.637,139.972,0.286,0.192,0.300,1.296,2.163,1172.404,0.000,0.095,0.286,0.031,0.428,train_batch,1172.404,10971,0,0,0,0
2026-05-06 12:52:05,run_1778060708817,5,25,425,v3,9,8,0,731.920,0.085,4.253,4.871,92.182,0.065,0.060,0.062,0.402,1.647,628.066,0.000,0.068,0.002,0.019,0.138,train_batch,628.066,5344,0,0,0,0
2026-05-06 12:52:28,run_1778060708817,5,50,450,v3,11,10,0,681.014,0.099,5.012,4.416,74.119,0.100,0.063,0.090,0.525,1.108,595.037,0.000,0.073,0.209,0.016,0.148,train_batch,595.037,5031,0,0,0,0
2026-05-06 12:52:52,run_1778060708817,5,75,475,v3,12,11,0,669.161,0.108,5.011,5.183,77.755,0.103,0.064,0.105,0.598,1.267,578.680,0.000,0.059,0.002,0.015,0.213,train_batch,578.680,5413,0,0,0,0
2026-05-06 12:53:15,run_1778060708817,5,100,500,v3,14,13,0,867.242,0.125,6.292,5.575,91.902,0.151,0.090,0.133,0.728,1.440,760.327,0.000,0.078,0.167,0.020,0.214,train_batch,760.327,7035,0,0,0,0
2026-05-06 12:53:37,run_1778060708817,6,25,525,v3,30,31,0,1693.941,0.293,14.072,13.303,188.257,0.610,0.185,0.678,2.174,2.955,1470.448,0.000,0.152,0.002,0.037,0.775,train_batch,1470.448,15183,0,2,0,0
2026-05-06 12:54:05,run_1778060708817,6,50,550,v3,9,8,0,603.300,0.075,3.343,3.027,52.025,0.061,0.037,0.056,0.312,0.837,543.079,0.000,0.066,0.265,0.020,0.098,train_batch,543.079,5128,0,0,0,0
2026-05-06 12:54:26,run_1778060708817,6,75,575,v3,14,13,0,829.889,0.134,6.420,5.505,87.401,0.139,0.072,0.123,0.677,1.368,727.761,0.000,0.077,0.002,0.018,0.193,train_batch,727.761,7850,0,0,0,0
2026-05-06 12:54:47,run_1778060708817,6,100,600,v3,6,5,0,416.744,0.049,2.393,2.231,45.706,0.034,0.039,0.030,0.209,0.549,365.286,0.000,0.003,0.148,0.011,0.058,train_batch,365.286,3682,0,0,0,0
2026-05-06 12:55:14,run_1778060708817,7,25,625,v3,8,7,0,423.299,0.074,2.720,2.501,50.428,0.049,0.032,0.049,0.284,0.719,366.290,0.000,0.057,0.002,0.012,0.084,train_batch,366.290,3865,0,0,0,0
2026-05-06 12:55:41,run_1778060708817,7,50,650,v3,6,5,0,424.973,0.047,1.989,1.826,31.991,0.030,0.022,0.029,0.159,0.601,387.953,0.000,0.003,0.261,0.012,0.052,train_batch,387.953,3343,0,0,0,0
2026-05-06 12:56:07,run_1778060708817,7,75,675,v3,6,5,0,537.799,0.067,2.711,2.161,52.118,0.051,0.033,0.070,0.234,0.735,479.531,0.000,0.002,0.002,0.011,0.075,train_batch,479.531,3393,0,0,0,0
2026-05-06 12:56:30,run_1778060708817,7,100,700,v3,33,32,0,2008.534,0.358,16.070,15.224,233.758,0.718,0.222,0.722,2.694,3.552,1733.993,0.000,0.188,0.173,0.045,0.818,train_batch,1733.993,17609,0,0,0,0
2026-05-06 12:56:55,run_1778060708817,8,25,725,v3,18,17,0,1060.639,0.174,7.466,6.442,126.810,0.229,0.083,0.184,0.913,1.735,916.177,0.000,0.118,0.002,0.022,0.287,train_batch,916.177,10419,0,0,0,0
2026-05-06 12:57:22,run_1778060708817,8,50,750,v3,32,32,0,1768.553,0.345,15.819,14.545,221.959,0.616,0.217,0.801,2.665,3.727,1506.723,0.000,0.150,0.209,0.037,0.740,train_batch,1506.723,14965,0,0,0,0
2026-05-06 12:57:46,run_1778060708817,8,75,775,v3,21,21,0,1263.518,0.191,9.168,8.465,138.998,0.292,0.113,0.274,1.237,2.133,1102.099,0.000,0.111,0.002,0.034,0.402,train_batch,1102.099,11723,0,0,0,0
2026-05-06 12:58:09,run_1778060708817,8,100,800,v3,12,11,0,690.972,0.102,5.106,4.858,75.417,0.100,0.067,0.094,0.498,1.124,603.093,0.000,0.054,0.295,0.017,0.148,train_batch,603.093,6048,0,0,0,0
2026-05-06 12:58:32,run_1778060708817,9,25,825,v3,7,6,0,463.760,0.054,2.354,1.866,40.913,0.046,0.025,0.036,0.212,0.645,417.486,0.000,0.048,0.002,0.010,0.065,train_batch,417.486,3448,0,0,0,0
2026-05-06 12:58:57,run_1778060708817,9,50,850,v3,44,44,0,2640.681,0.589,24.501,23.910,400.375,1.381,0.448,1.666,4.789,6.106,2174.887,0.000,0.188,0.170,0.052,1.621,train_batch,2174.887,21379,0,0,0,0
2026-05-06 12:59:22,run_1778060708817,9,75,875,v3,20,20,0,1405.293,0.240,10.741,9.810,196.078,0.392,0.145,0.280,1.542,2.598,1182.854,0.000,0.108,0.002,0.028,0.477,train_batch,1182.854,9737,0,1,0,0
2026-05-06 12:59:46,run_1778060708817,9,100,900,v3,12,11,0,644.632,0.111,4.444,3.428,79.979,0.135,0.069,0.097,0.503,1.165,554.253,0.000,0.067,0.203,0.016,0.161,train_batch,554.253,5198,0,0,0,0
2026-05-06 13:00:13,run_1778060708817,10,25,925,v3,5,5,0,440.168,0.040,2.260,1.763,35.814,0.031,0.044,0.029,0.143,0.473,399.492,0.000,0.002,0.002,0.019,0.057,train_batch,399.492,3412,0,0,0,0
2026-05-06 13:00:39,run_1778060708817,10,50,950,v3,7,6,0,436.056,0.067,3.234,3.050,50.725,0.063,0.046,0.049,0.281,0.775,377.453,0.000,0.054,0.137,0.011,0.113,train_batch,377.453,2958,0,1,0,0
2026-05-06 13:01:10,run_1778060708817,10,75,975,v3,39,39,0,2339.490,0.494,21.461,23.190,331.344,1.161,0.287,1.147,3.472,5.470,1949.944,0.000,0.170,0.002,0.044,1.306,train_batch,1949.944,19767,0,0,0,0
2026-05-06 13:01:45,run_1778060708817,10,100,1000,v3,7,6,0,437.243,0.062,2.883,2.639,41.316,0.047,0.037,0.044,0.286,0.692,388.805,0.000,0.054,0.285,0.015,0.080,train_batch,388.805,3697,0,0,0,0
2026-05-06 13:02:11,run_1778060708817,11,25,1025,v3,24,23,0,1527.485,0.269,12.768,12.609,217.067,0.409,0.196,0.566,1.879,3.112,1277.931,0.000,0.092,0.002,0.027,0.557,train_batch,1277.931,10949,0,0,0,0
2026-05-06 13:02:34,run_1778060708817,11,50,1050,v3,6,5,0,411.543,0.049,2.176,2.020,40.122,0.032,0.025,0.029,0.163,0.549,366.087,0.000,0.002,0.229,0.011,0.051,train_batch,366.087,3583,0,0,0,0
2026-05-06 13:03:01,run_1778060708817,11,75,1075,v3,21,17,3,1458.286,0.228,13.068,12.547,213.412,0.330,0.221,0.295,1.318,3.248,1212.992,0.000,0.117,0.002,0.033,0.478,train_batch,1212.992,11096,0,0,0,0
2026-05-06 13:03:24,run_1778060708817,11,100,1100,v3,6,5,0,416.625,0.050,1.988,1.747,35.554,0.036,0.029,0.031,0.189,0.563,376.241,0.000,0.003,0.121,0.010,0.063,train_batch,376.241,3385,0,0,0,0
2026-05-06 13:03:49,run_1778060708817,12,25,1125,v3,6,5,0,416.630,0.049,2.163,2.297,40.786,0.035,0.025,0.030,0.190,0.579,370.394,0.000,0.002,0.002,0.013,0.066,train_batch,370.394,2770,0,0,0,0
2026-05-06 13:04:25,run_1778060708817,12,50,1150,v3,52,52,0,2845.263,0.597,24.616,29.256,358.656,1.544,0.330,1.858,5.378,5.451,2415.268,0.000,0.182,0.204,0.055,1.870,train_batch,2415.268,23695,0,0,0,0
2026-05-06 13:04:46,run_1778060708817,12,75,1175,v3,10,9,0,616.041,0.082,3.827,3.735,58.317,0.079,0.035,0.048,0.366,1.135,548.234,0.000,0.059,0.002,0.014,0.110,train_batch,548.234,5409,0,0,0,0
2026-05-06 13:05:15,run_1778060708817,12,100,1200,v3,20,20,0,1111.841,0.181,8.665,9.023,142.081,0.279,0.117,0.217,1.206,1.927,947.449,0.000,0.078,0.239,0.024,0.356,train_batch,947.449,10077,0,0,0,0
2026-05-06 13:05:42,run_1778060708817,13,25,1225,v3,17,16,0,1047.087,0.154,7.487,6.837,116.412,0.223,0.077,0.127,0.839,1.512,913.044,0.000,0.095,0.002,0.028,0.251,train_batch,913.044,10062,0,0,0,0
2026-05-06 13:06:10,run_1778060708817,13,50,1250,v3,6,5,0,420.085,0.052,2.114,1.683,37.188,0.038,0.020,0.021,0.200,0.555,378.034,0.000,0.002,0.123,0.009,0.048,train_batch,378.034,3651,0,0,0,0
2026-05-06 13:06:45,run_1778060708817,13,75,1275,v3,26,25,0,1596.088,0.278,12.914,12.424,225.146,0.421,0.171,0.385,1.770,3.222,1338.709,0.000,0.117,0.002,0.027,0.504,train_batch,1338.709,12429,0,0,0,0
2026-05-06 13:07:11,run_1778060708817,13,100,1300,v3,16,15,0,946.260,0.144,7.394,7.905,136.517,0.179,0.074,0.143,0.798,1.935,790.689,0.000,0.087,0.127,0.026,0.241,train_batch,790.689,7322,0,1,0,0
2026-05-06 13:07:36,run_1778060708817,14,25,1325,v3,8,8,0,449.376,0.065,2.946,2.925,54.674,0.053,0.047,0.041,0.294,0.707,387.483,0.000,0.049,0.002,0.011,0.081,train_batch,387.483,3582,0,0,0,0
2026-05-06 13:08:06,run_1778060708817,14,50,1350,v3,14,13,0,849.172,0.122,5.871,5.771,109.357,0.132,0.074,0.125,0.717,1.386,725.188,0.000,0.086,0.134,0.026,0.184,train_batch,725.188,7662,0,0,0,0
2026-05-06 13:08:34,run_1778060708817,14,75,1375,v3,36,36,0,2005.613,0.406,17.461,16.530,252.441,0.804,0.222,0.915,2.921,3.713,1709.043,0.000,0.160,0.002,0.040,0.956,train_batch,1709.043,15043,0,0,0,0
2026-05-06 13:08:59,run_1778060708817,14,100,1400,v3,8,7,0,465.569,0.067,3.564,3.138,56.921,0.062,0.031,0.039,0.331,0.736,400.389,0.000,0.062,0.139,0.012,0.079,train_batch,400.389,3489,0,0,0,0
2026-05-06 13:09:24,run_1778060708817,15,25,1425,v3,13,12,0,906.616,0.123,5.762,5.383,106.278,0.143,0.072,0.091,0.727,1.409,786.338,0.000,0.081,0.002,0.022,0.186,train_batch,786.338,7252,0,1,0,0
2026-05-06 13:09:52,run_1778060708817,15,50,1450,v3,6,5,0,463.070,0.059,3.072,2.262,48.707,0.040,0.027,0.022,0.261,0.582,407.754,0.000,0.002,0.214,0.011,0.057,train_batch,407.754,3618,0,0,0,0
2026-05-06 13:10:18,run_1778060708817,15,75,1475,v3,7,7,0,417.933,0.056,3.006,2.578,48.701,0.042,0.030,0.025,0.228,0.789,362.323,0.000,0.056,0.002,0.011,0.087,train_batch,362.323,3373,0,0,0,0
2026-05-06 13:10:48,run_1778060708817,15,100,1500,v3,6,5,0,414.352,0.049,2.097,1.943,39.496,0.037,0.021,0.020,0.191,0.534,369.793,0.000,0.002,0.114,0.009,0.047,train_batch,369.793,3252,0,0,0,0
2026-05-06 13:11:16,run_1778060708817,16,25,1525,v3,17,16,0,1122.681,0.188,7.396,6.905,123.912,0.194,0.080,0.139,0.906,1.524,981.078,0.000,0.088,0.001,0.026,0.245,train_batch,981.078,8753,0,0,0,0
2026-05-06 13:11:49,run_1778060708817,16,50,1550,v3,8,7,0,437.021,0.067,3.015,3.016,63.808,0.047,0.038,0.038,0.326,0.700,365.667,0.000,0.054,0.162,0.011,0.072,train_batch,365.667,3200,0,0,0,0
2026-05-06 13:12:22,run_1778060708817,16,75,1575,v3,17,17,0,1204.703,0.168,8.513,8.182,136.883,0.223,0.094,0.166,0.932,1.692,1047.421,0.000,0.096,0.002,0.029,0.301,train_batch,1047.421,9283,0,0,0,0
2026-05-06 13:12:58,run_1778060708817,16,100,1600,v3,12,11,0,691.211,0.108,5.391,5.043,84.905,0.106,0.054,0.079,0.568,1.272,593.336,0.000,0.072,0.110,0.015,0.153,train_batch,593.336,5365,0,0,0,0
