timestamp,run_id,epoch,episode,total_episode_count,state_encoder_version,total_actions,blocks_placed,invalid_actions,episode_ms,context_ms,state_encode_ms,next_state_encode_ms,action_select_ms,grid_clone_ms,placement_ms,finalize_ms,reward_ms,replay_ms,train_batch_ms,invalid_log_ms,final_eval_ms,episode_log_ms,update_best_ms,untracked_ms,top_stage,top_stage_ms,rejected_proximity,rejected_rot_aim,dead_tiles,dead_rotations,pruned_types
2026-05-06 23:04:06,run_1778097755423,1,31,31,v3,7,6,0,423.389,0.067,2.623,2.657,43.578,0.093,0.055,0.062,0.522,0.010,373.280,0.000,0.114,0.227,0.031,0.071,train_batch,373.280,3656,0,1,0,0
2026-05-06 23:04:08,run_1778097755423,1,32,32,v3,35,34,0,2006.727,0.455,16.091,16.606,238.208,1.261,0.439,1.216,4.743,0.057,1726.337,0.000,0.609,0.292,0.084,0.329,train_batch,1726.337,16116,0,1,0,0
2026-05-06 23:04:10,run_1778097755423,1,33,33,v3,19,19,0,1166.950,0.211,9.693,9.887,146.541,0.633,0.362,0.346,1.942,0.029,996.558,0.000,0.232,0.276,0.045,0.197,train_batch,996.558,9200,0,1,0,0
2026-05-06 23:04:10,run_1778097755423,1,34,34,v3,10,9,0,641.553,0.128,3.699,3.689,68.463,0.168,0.108,0.117,0.708,0.014,564.004,0.000,0.127,0.211,0.019,0.098,train_batch,564.004,6047,0,2,0,0
2026-05-06 23:04:11,run_1778097755423,1,35,35,v3,10,9,0,618.279,0.097,3.890,3.932,57.808,0.140,0.104,0.106,0.677,0.014,551.079,0.000,0.124,0.196,0.019,0.094,train_batch,551.079,5721,0,0,0,0
2026-05-06 23:04:11,run_1778097755423,1,36,36,v3,10,9,0,605.733,0.095,2.957,2.956,56.838,0.127,0.087,0.102,0.597,0.012,541.524,0.000,0.126,0.199,0.018,0.095,train_batch,541.524,5262,0,1,0,0
2026-05-06 23:04:12,run_1778097755423,1,37,37,v3,6,5,0,406.052,0.059,1.586,1.744,34.318,0.061,0.056,0.053,0.309,0.009,367.556,0.000,0.002,0.219,0.012,0.068,train_batch,367.556,2305,0,0,0,0
2026-05-06 23:04:12,run_1778097755423,1,38,38,v3,7,6,0,407.931,0.068,2.012,2.003,38.852,0.075,0.060,0.063,0.397,0.010,363.912,0.000,0.111,0.192,0.106,0.071,train_batch,363.912,2826,0,0,0,0
2026-05-06 23:04:13,run_1778097755423,1,39,39,v3,16,15,0,866.730,0.167,6.811,6.791,106.905,0.265,0.170,0.251,1.100,0.021,743.719,0.000,0.143,0.228,0.028,0.131,train_batch,743.719,7082,0,0,0,0
2026-05-06 23:04:14,run_1778097755423,1,40,40,v3,8,7,0,417.002,0.074,2.087,2.234,40.303,0.098,0.071,0.077,0.484,0.011,371.092,0.000,0.120,0.248,0.017,0.086,train_batch,371.092,3122,0,0,0,0
2026-05-06 23:04:15,run_1778097755423,1,41,41,v3,26,25,0,1527.342,0.315,9.258,9.258,150.024,0.624,0.341,0.581,2.724,0.041,1352.694,0.000,0.890,0.194,0.046,0.353,train_batch,1352.694,11894,0,4,0,0
2026-05-06 23:04:16,run_1778097755423,1,42,42,v3,13,13,0,830.720,0.130,3.674,3.745,71.447,0.229,0.165,0.178,0.906,0.019,749.564,0.000,0.208,0.277,0.038,0.141,train_batch,749.564,6375,0,3,0,0
2026-05-06 23:04:16,run_1778097755423,1,43,43,v3,6,5,0,453.634,0.063,2.000,1.938,40.671,0.070,0.072,0.062,0.369,0.011,408.009,0.000,0.003,0.278,0.014,0.073,train_batch,408.009,3550,0,0,0,0
2026-05-06 23:04:17,run_1778097755423,1,44,44,v3,16,15,0,887.951,0.160,6.704,7.334,103.877,0.279,0.188,0.243,1.197,0.026,767.329,0.000,0.151,0.284,0.026,0.153,train_batch,767.329,7410,0,0,0,0
2026-05-06 23:04:18,run_1778097755423,1,45,45,v3,18,18,0,1069.560,0.206,6.321,6.339,117.282,0.353,0.212,0.301,1.278,0.028,936.639,0.000,0.187,0.213,0.031,0.172,train_batch,936.639,8698,0,1,0,0
2026-05-06 23:04:19,run_1778097755423,1,46,46,v3,10,9,0,699.332,0.111,3.499,3.438,60.268,0.152,0.125,0.129,0.638,0.018,630.508,0.000,0.121,0.189,0.018,0.118,train_batch,630.508,5463,0,2,0,0
2026-05-06 23:04:19,run_1778097755423,1,47,47,v3,7,6,0,436.459,0.069,2.628,2.244,44.238,0.090,0.077,0.078,0.412,0.013,386.171,0.000,0.097,0.248,0.014,0.082,train_batch,386.171,3147,0,0,0,0
2026-05-06 23:04:22,run_1778097755423,1,48,48,v3,40,41,0,2147.068,0.513,17.765,17.829,232.062,1.414,0.517,1.710,5.540,0.061,1868.509,0.000,0.513,0.235,0.060,0.340,train_batch,1868.509,17106,0,4,0,0
2026-05-06 23:04:22,run_1778097755423,1,49,49,v3,12,11,0,624.005,0.117,3.889,4.045,66.894,0.181,0.131,0.146,0.822,0.017,547.340,0.000,0.115,0.179,0.020,0.110,train_batch,547.340,5128,0,0,0,0
2026-05-06 23:04:23,run_1778097755423,1,50,50,v3,7,7,0,419.751,0.061,2.288,2.023,38.031,0.080,0.079,0.071,0.353,0.011,376.422,0.000,0.072,0.183,0.016,0.063,train_batch,376.422,3425,0,1,0,0
2026-05-06 23:04:43,run_1778097755423,1,75,75,v3,10,9,0,617.612,0.113,2.859,3.041,53.824,0.107,0.112,0.083,0.578,0.017,556.380,0.000,0.126,0.226,0.020,0.125,train_batch,556.380,4616,0,1,0,0
2026-05-06 23:05:06,run_1778097755423,1,100,100,v3,38,37,0,2130.607,0.422,12.562,12.502,215.209,1.066,0.420,0.941,4.309,0.052,1882.083,0.000,0.445,0.188,0.050,0.359,train_batch,1882.083,17996,0,0,0,0
2026-05-06 23:05:31,run_1778097755423,2,25,125,v3,6,5,0,418.305,0.055,2.261,2.074,38.784,0.046,0.047,0.028,0.214,0.009,374.700,0.000,0.003,0.002,0.013,0.068,train_batch,374.700,3498,0,0,0,0
2026-05-06 23:05:53,run_1778097755423,2,50,150,v3,23,22,0,1596.040,0.263,11.385,12.495,154.775,0.494,0.369,0.498,1.799,0.022,1413.443,0.000,0.155,0.228,0.027,0.086,train_batch,1413.443,9548,0,1,0,0
2026-05-06 23:06:12,run_1778097755423,2,75,175,v3,22,21,0,1259.097,0.211,8.647,8.499,129.140,0.377,0.213,0.321,1.292,0.015,1110.169,0.000,0.125,0.003,0.025,0.061,train_batch,1110.169,9436,0,0,0,0
2026-05-06 23:06:32,run_1778097755423,2,100,200,v3,11,10,0,596.363,0.091,3.014,2.926,56.534,0.120,0.089,0.086,0.502,0.008,532.661,0.000,0.094,0.189,0.015,0.035,train_batch,532.661,5166,0,0,0,0
2026-05-06 23:06:54,run_1778097755423,3,25,225,v3,8,7,0,413.565,0.113,3.116,2.533,44.088,0.058,0.060,0.044,0.296,0.006,363.165,0.000,0.049,0.002,0.009,0.025,train_batch,363.165,2432,0,1,0,0
2026-05-06 23:07:14,run_1778097755423,3,50,250,v3,10,9,0,587.358,0.086,2.996,2.666,51.688,0.095,0.068,0.060,0.366,0.006,529.051,0.000,0.066,0.166,0.014,0.031,train_batch,529.051,3065,0,0,0,0
2026-05-06 23:07:37,run_1778097755423,3,75,275,v3,22,21,0,1208.086,0.233,8.795,9.778,117.676,0.358,0.167,0.269,1.249,0.013,1069.349,0.000,0.123,0.002,0.024,0.051,train_batch,1069.349,9031,0,0,0,0
2026-05-06 23:07:57,run_1778097755423,3,100,300,v3,11,11,0,618.392,0.098,4.437,4.547,62.943,0.121,0.089,0.077,0.478,0.006,545.304,0.000,0.063,0.183,0.015,0.031,train_batch,545.304,4217,0,1,0,0
2026-05-06 23:08:14,run_1778097755423,4,25,325,v3,11,10,0,592.988,0.098,4.012,4.540,56.197,0.102,0.068,0.075,0.445,0.004,527.332,0.000,0.075,0.001,0.013,0.026,train_batch,527.332,3166,0,0,0,0
2026-05-06 23:08:36,run_1778097755423,4,50,350,v3,8,7,0,403.065,0.069,2.860,2.505,41.808,0.071,0.055,0.049,0.297,0.717,354.274,0.000,0.053,0.270,0.012,0.025,train_batch,354.274,3290,0,1,0,0
2026-05-06 23:08:58,run_1778097755423,4,75,375,v3,10,9,0,590.427,0.084,3.958,3.714,51.606,0.108,0.075,0.057,0.381,0.814,529.527,0.000,0.064,0.001,0.013,0.026,train_batch,529.527,4327,0,1,0,0
2026-05-06 23:09:19,run_1778097755423,4,100,400,v3,9,8,0,657.398,0.085,4.863,5.010,101.256,0.099,0.052,0.064,0.357,1.369,543.926,0.000,0.066,0.203,0.019,0.028,train_batch,543.926,4484,0,0,0,0
2026-05-06 23:09:39,run_1778097755423,5,25,425,v3,18,17,0,996.119,0.183,7.199,6.478,98.274,0.260,0.084,0.187,0.894,1.746,880.657,0.000,0.095,0.002,0.020,0.042,train_batch,880.657,8220,0,0,0,0
2026-05-06 23:10:00,run_1778097755423,5,50,450,v3,19,18,0,1065.945,0.197,15.179,7.953,141.393,0.328,0.114,0.215,1.082,2.338,896.750,0.000,0.102,0.224,0.025,0.047,train_batch,896.750,8096,0,0,0,0
2026-05-06 23:10:21,run_1778097755423,5,75,475,v3,12,11,0,622.713,0.107,4.313,4.141,66.296,0.109,0.052,0.092,0.491,1.108,545.899,0.000,0.064,0.001,0.013,0.029,train_batch,545.899,3295,0,0,0,0
2026-05-06 23:10:43,run_1778097755423,5,100,500,v3,8,7,0,416.020,0.075,3.045,2.627,42.898,0.078,0.033,0.054,0.287,0.953,365.602,0.000,0.067,0.266,0.012,0.023,train_batch,365.602,2432,0,0,0,0
2026-05-06 23:11:04,run_1778097755423,6,25,525,v3,6,5,0,392.786,0.051,2.137,1.591,31.819,0.038,0.019,0.028,0.151,0.509,356.414,0.000,0.002,0.001,0.010,0.017,train_batch,356.414,2829,0,0,0,0
2026-05-06 23:11:24,run_1778097755423,6,50,550,v3,11,10,0,611.652,0.105,4.623,4.176,63.510,0.107,0.048,0.078,0.423,1.295,537.032,0.000,0.076,0.141,0.014,0.026,train_batch,537.032,4922,0,0,0,0
2026-05-06 23:11:49,run_1778097755423,6,75,575,v3,7,6,0,399.060,0.055,2.570,2.694,36.945,0.059,0.028,0.035,0.226,0.654,355.720,0.000,0.045,0.002,0.009,0.019,train_batch,355.720,3638,0,0,0,0
2026-05-06 23:12:07,run_1778097755423,6,100,600,v3,13,12,0,794.543,0.110,4.218,3.967,70.842,0.144,0.058,0.089,0.486,1.249,712.990,0.000,0.081,0.255,0.024,0.029,train_batch,712.990,6116,0,0,0,0
2026-05-06 23:12:26,run_1778097755423,7,25,625,v3,8,7,0,407.945,0.073,2.781,2.571,46.550,0.065,0.038,0.053,0.302,0.763,354.653,0.000,0.060,0.001,0.011,0.023,train_batch,354.653,3447,0,0,0,0
2026-05-06 23:12:45,run_1778097755423,7,50,650,v3,13,12,0,792.510,0.128,4.308,3.476,70.888,0.131,0.057,0.110,0.448,1.102,711.600,0.000,0.078,0.133,0.023,0.027,train_batch,711.600,6147,0,0,0,0
2026-05-06 23:13:04,run_1778097755423,7,75,675,v3,11,10,0,611.848,0.098,4.647,4.311,66.261,0.110,0.079,0.078,0.471,0.991,534.484,0.000,0.277,0.001,0.014,0.026,train_batch,534.484,4131,0,6,0,0
2026-05-06 23:13:29,run_1778097755423,7,100,700,v3,14,13,0,868.631,0.141,5.252,4.272,107.589,0.157,0.067,0.116,0.617,1.649,748.462,0.000,0.088,0.166,0.018,0.037,train_batch,748.462,5880,0,0,0,0
2026-05-06 23:13:48,run_1778097755423,8,25,725,v3,32,32,0,1709.361,0.343,16.993,13.697,209.802,0.764,0.178,0.744,2.954,3.548,1459.980,0.000,0.244,0.001,0.036,0.077,train_batch,1459.980,12793,0,11,0,0
2026-05-06 23:14:07,run_1778097755423,8,50,750,v3,15,14,0,811.411,0.139,5.981,5.638,86.619,0.174,0.072,0.143,0.660,1.334,710.381,0.000,0.079,0.138,0.019,0.034,train_batch,710.381,6290,0,2,0,0
2026-05-06 23:14:30,run_1778097755423,8,75,775,v3,6,5,0,406.125,0.052,1.984,1.809,32.959,0.038,0.031,0.030,0.160,0.557,368.475,0.000,0.002,0.001,0.010,0.017,train_batch,368.475,2891,0,3,0,0
2026-05-06 23:14:58,run_1778097755423,8,100,800,v3,40,41,0,2122.049,0.452,19.576,18.091,293.413,1.071,0.310,1.209,3.630,4.038,1779.787,0.000,0.200,0.137,0.044,0.093,train_batch,1779.787,16254,0,14,0,0
2026-05-06 23:15:19,run_1778097755423,9,25,825,v3,6,5,0,397.655,0.051,1.867,1.582,35.004,0.041,0.026,0.028,0.159,0.602,358.265,0.000,0.002,0.002,0.009,0.017,train_batch,358.265,2817,0,1,0,0
2026-05-06 23:15:45,run_1778097755423,9,50,850,v3,15,14,0,812.197,0.141,6.353,5.912,80.535,0.190,0.064,0.134,0.645,1.492,716.464,0.000,0.087,0.131,0.018,0.033,train_batch,716.464,6588,0,4,0,0
2026-05-06 23:16:07,run_1778097755423,9,75,875,v3,6,5,0,398.991,0.056,2.064,1.573,35.028,0.038,0.021,0.025,0.159,0.525,359.460,0.000,0.002,0.001,0.021,0.018,train_batch,359.460,3217,0,0,0,0
2026-05-06 23:16:29,run_1778097755423,9,100,900,v3,9,8,0,590.323,0.075,3.289,3.140,49.596,0.068,0.039,0.047,0.286,0.773,532.775,0.000,0.067,0.131,0.017,0.022,train_batch,532.775,2846,0,0,0,0
2026-05-06 23:16:52,run_1778097755423,10,25,925,v3,19,19,0,1045.912,0.192,8.311,6.787,111.188,0.279,0.093,0.248,1.070,1.834,915.751,0.000,0.088,0.001,0.022,0.048,train_batch,915.751,6078,0,0,0,0
2026-05-06 23:17:16,run_1778097755423,10,50,950,v3,18,17,0,997.759,0.171,6.875,6.425,101.528,0.247,0.080,0.201,0.858,1.540,879.542,0.000,0.099,0.134,0.021,0.038,train_batch,879.542,8621,0,0,0,0
2026-05-06 23:17:36,run_1778097755423,10,75,975,v3,23,22,0,1216.504,0.232,7.756,7.254,132.780,0.351,0.114,0.359,1.316,2.036,1064.116,0.000,0.113,0.002,0.024,0.053,train_batch,1064.116,9017,0,6,0,0
2026-05-06 23:17:57,run_1778097755423,10,100,1000,v3,9,8,0,596.686,0.079,2.758,2.453,51.523,0.078,0.045,0.056,0.345,0.784,538.179,0.000,0.064,0.259,0.018,0.045,train_batch,538.179,4108,0,3,0,0
2026-05-06 23:18:17,run_1778097755423,11,25,1025,v3,27,26,0,1438.772,0.286,9.882,9.486,164.413,0.497,0.149,0.505,1.799,2.365,1249.167,0.000,0.131,0.001,0.028,0.064,train_batch,1249.167,8790,0,3,0,0
2026-05-06 23:18:38,run_1778097755423,11,50,1050,v3,21,20,0,1261.853,0.204,8.503,15.162,131.892,0.333,0.122,0.313,1.112,2.409,1101.478,0.000,0.112,0.132,0.032,0.052,train_batch,1101.478,6761,0,3,0,0
2026-05-06 23:19:03,run_1778097755423,11,75,1075,v3,31,31,0,1688.180,0.366,9.969,8.900,190.458,0.742,0.189,0.730,2.501,2.708,1471.362,0.000,0.149,0.002,0.039,0.069,train_batch,1471.362,9027,0,6,0,0
2026-05-06 23:19:25,run_1778097755423,11,100,1100,v3,19,19,0,1021.875,0.181,7.538,7.389,114.377,0.286,0.110,0.218,0.992,1.684,888.802,0.000,0.100,0.131,0.024,0.045,train_batch,888.802,6647,0,4,0,0
2026-05-06 23:19:50,run_1778097755423,12,25,1125,v3,20,19,0,1026.397,0.200,8.398,8.038,115.659,0.293,0.098,0.266,1.151,1.742,890.361,0.000,0.119,0.002,0.022,0.049,train_batch,890.361,8282,0,2,0,0
2026-05-06 23:20:12,run_1778097755423,12,50,1150,v3,7,6,0,399.053,0.060,2.126,1.916,40.826,0.048,0.028,0.035,0.236,0.574,352.956,0.000,0.039,0.182,0.010,0.018,train_batch,352.956,1902,0,4,0,0
2026-05-06 23:20:36,run_1778097755423,12,75,1175,v3,8,7,0,399.611,0.067,2.462,2.111,40.308,0.055,0.027,0.031,0.251,0.739,353.498,0.000,0.044,0.001,0.008,0.011,train_batch,353.498,2438,0,1,0,0
2026-05-06 23:20:59,run_1778097755423,12,100,1200,v3,7,6,0,399.797,0.059,2.828,2.620,36.235,0.050,0.022,0.025,0.216,0.574,356.949,0.000,0.054,0.146,0.009,0.010,train_batch,356.949,2570,0,0,0,0
2026-05-06 23:21:23,run_1778097755423,13,25,1225,v3,10,9,0,652.383,0.092,3.426,3.484,52.665,0.094,0.049,0.057,0.371,1.073,590.979,0.000,0.070,0.001,0.011,0.012,train_batch,590.979,4481,0,4,0,0
2026-05-06 23:21:46,run_1778097755423,13,50,1250,v3,17,16,0,1056.106,0.153,4.967,4.580,105.899,0.217,0.079,0.170,0.795,1.486,937.489,0.000,0.094,0.133,0.027,0.018,train_batch,937.489,6062,0,3,0,0
2026-05-06 23:22:05,run_1778097755423,13,75,1275,v3,28,27,0,1424.334,0.285,8.861,8.186,161.042,0.522,0.152,0.689,1.810,2.389,1240.156,0.000,0.184,0.002,0.032,0.026,train_batch,1240.156,9758,0,2,0,0
2026-05-06 23:22:30,run_1778097755423,13,100,1300,v3,10,9,0,600.170,0.091,3.232,2.926,58.572,0.090,0.037,0.061,0.361,0.841,533.735,0.000,0.073,0.130,0.013,0.011,train_batch,533.735,3229,0,3,0,0
2026-05-06 23:22:57,run_1778097755423,14,25,1325,v3,11,10,0,602.857,0.105,3.290,2.895,62.660,0.099,0.065,0.077,0.440,0.961,532.108,0.000,0.049,0.001,0.012,0.094,train_batch,532.108,3859,0,0,0,0
2026-05-06 23:23:20,run_1778097755423,14,50,1350,v3,15,14,0,875.185,0.161,6.816,5.972,112.214,0.192,0.098,0.172,0.727,1.486,746.966,0.000,0.076,0.142,0.018,0.147,train_batch,746.966,5158,0,3,0,0
2026-05-06 23:23:39,run_1778097755423,14,75,1375,v3,10,9,0,607.291,0.097,3.436,3.262,67.665,0.086,0.057,0.076,0.395,1.006,531.097,0.000,0.076,0.001,0.011,0.027,train_batch,531.097,3370,0,1,0,0
2026-05-06 23:24:07,run_1778097755423,14,100,1400,v3,14,13,0,803.481,0.131,4.568,4.224,83.657,0.164,0.066,0.118,0.578,1.157,708.496,0.000,0.081,0.194,0.016,0.033,train_batch,708.496,5012,0,1,0,0
2026-05-06 23:24:30,run_1778097755423,15,25,1425,v3,7,6,0,403.978,0.064,2.069,1.837,41.126,0.046,0.034,0.043,0.210,0.634,357.833,0.000,0.052,0.002,0.010,0.019,train_batch,357.833,2305,0,2,0,0
2026-05-06 23:24:56,run_1778097755423,15,50,1450,v3,7,6,0,465.052,0.065,2.253,1.869,46.701,0.039,0.029,0.039,0.201,0.586,413.066,0.000,0.041,0.136,0.008,0.019,train_batch,413.066,2416,0,1,0,0
2026-05-06 23:25:25,run_1778097755423,15,75,1475,v3,40,40,0,2159.669,0.437,15.780,15.300,260.663,1.056,0.264,1.213,3.696,3.554,1857.353,0.000,0.213,0.002,0.044,0.095,train_batch,1857.353,13367,0,1,0,0
2026-05-06 23:25:51,run_1778097755423,15,100,1500,v3,34,35,0,1876.328,0.402,15.282,14.241,231.997,0.819,0.277,0.957,2.728,3.181,1606.014,0.000,0.174,0.131,0.039,0.087,train_batch,1606.014,13416,0,7,0,0
2026-05-06 23:26:13,run_1778097755423,16,25,1525,v3,23,23,0,1341.154,0.221,8.789,8.161,138.493,0.399,0.127,0.353,1.375,2.371,1180.667,0.000,0.110,0.001,0.035,0.054,train_batch,1180.667,7470,0,1,0,0
2026-05-06 23:26:39,run_1778097755423,16,50,1550,v3,10,9,0,604.503,0.088,4.212,3.687,61.464,0.094,0.041,0.063,0.384,0.821,533.366,0.000,0.066,0.178,0.012,0.029,train_batch,533.366,4644,0,1,0,0
2026-05-06 23:27:01,run_1778097755423,16,75,1575,v3,10,9,0,599.777,0.089,3.119,2.634,59.359,0.088,0.046,0.062,0.351,0.815,533.115,0.000,0.064,0.002,0.011,0.024,train_batch,533.115,4063,0,1,0,0
2026-05-06 23:27:26,run_1778097755423,16,100,1600,v3,17,16,0,1010.711,0.163,6.916,6.519,106.463,0.243,0.104,0.207,0.878,1.425,887.486,0.000,0.106,0.132,0.026,0.044,train_batch,887.486,6146,0,1,0,0
