timestamp,run_id,epoch,episode,total_episode_count,state_encoder_version,voxel_channels,has_global_vector,global_feature_count,total_actions,invalid_actions,invalid_pct,blocks_placed,acc_step_reward,final_eval_reward,total_reward,epsilon,stop_reason,max_floor,placed_floor_distribution,rejected_total,rejected_no_support,rejected_collision,rejected_bad_socket,rejected_out_of_bounds,pruned_types,dead_tiles,dead_rotations,rejected_rot_aim,rejected_proximity,encoder_time_ms,global_encoder_time_ms,global_has_nan,global_has_infinity,global_feat_cnt,global_feat_mean,global_feat_max,global_feat_nonzero
2026-05-06 12:46:08,run_1778060708817,1,11,11,v3,16,true,32,17,0,0.0,16,9.1120,-14.6285,-5.5165,0.99626,AGENT_STOP,1,F0:12|F1:4,8048,0,0,0,0,0,0,0,0,8048,12,0,false,false,32,0.2861,1.0000,18
2026-05-06 12:46:08,run_1778060708817,1,12,12,v3,16,true,32,8,0,0.0,7,2.9600,-8.2866,-5.3266,0.99589,AGENT_STOP,0,F0:7,3420,0,0,0,0,0,0,0,0,3420,9,0,false,false,32,0.2883,1.0000,16
2026-05-06 12:46:09,run_1778060708817,1,13,13,v3,16,true,32,12,0,0.0,11,6.0400,-7.5387,-1.4987,0.99552,AGENT_STOP,1,F0:8|F1:3,5729,0,0,0,0,0,0,0,0,5729,6,0,false,false,32,0.2879,1.0000,18
2026-05-06 12:46:09,run_1778060708817,1,14,14,v3,16,true,32,14,0,0.0,14,6.8761,-13.3465,-6.4704,0.99514,AGENT_STOP,1,F0:12|F1:2,7611,0,0,0,0,0,0,0,0,7611,10,0,false,false,32,0.2583,1.0000,17
2026-05-06 12:46:10,run_1778060708817,1,15,15,v3,16,true,32,11,0,0.0,10,5.2440,-7.9356,-2.6916,0.99477,AGENT_STOP,1,F0:8|F1:2,5534,0,0,0,0,0,0,0,0,5534,10,0,false,false,32,0.2871,1.0000,18
2026-05-06 12:46:11,run_1778060708817,1,16,16,v3,16,true,32,16,0,0.0,15,7.4200,-16.8281,-9.4081,0.99440,AGENT_STOP,0,F0:15,7485,0,0,0,0,0,0,0,0,7485,12,0,false,false,32,0.2845,1.0000,16
2026-05-06 12:46:12,run_1778060708817,1,17,17,v3,16,true,32,7,0,0.0,6,2.0800,-10.6444,-8.5644,0.99403,AGENT_STOP,0,F0:6,3169,0,0,0,0,0,0,0,0,3169,6,0,false,false,32,0.2558,1.0000,15
2026-05-06 12:46:13,run_1778060708817,1,18,18,v3,16,true,32,24,0,0.0,23,14.7746,-16.4030,-1.6284,0.99365,AGENT_STOP,2,F0:19|F1:2|F2:2,10849,0,0,0,0,0,0,0,0,10849,18,0,false,false,32,0.3028,1.0000,19
2026-05-06 12:46:15,run_1778060708817,1,19,19,v3,16,true,32,22,0,0.0,21,13.0400,-16.3203,-3.2803,0.99328,AGENT_STOP,1,F0:18|F1:3,11219,0,0,0,0,0,0,0,0,11219,24,0,false,false,32,0.3018,1.0000,18
2026-05-06 12:46:15,run_1778060708817,1,20,20,v3,16,true,32,8,0,0.0,8,3.6319,-5.6086,-1.9767,0.99291,AGENT_STOP,0,F0:8,3819,0,0,0,0,0,0,0,0,3819,4,0,false,false,32,0.2340,1.0000,13
2026-05-06 12:46:16,run_1778060708817,1,21,21,v3,16,true,32,9,0,0.0,8,3.5100,-8.6145,-5.1045,0.99254,AGENT_STOP,0,F0:8,5549,0,0,0,0,0,0,0,0,5549,7,0,false,false,32,0.2141,1.0000,14
2026-05-06 12:46:17,run_1778060708817,1,22,22,v3,16,true,32,19,0,0.0,18,9.1000,-19.3200,-10.2200,0.99217,AGENT_STOP,0,F0:18,9124,0,0,0,0,0,0,0,0,9124,12,0,false,false,32,0.2805,1.0000,16
2026-05-06 12:46:17,run_1778060708817,1,23,23,v3,16,true,32,6,0,0.0,5,1.7900,-10.1516,-8.3616,0.99180,AGENT_STOP,0,F0:5,3286,0,0,0,0,0,0,0,0,3286,4,0,false,false,32,0.2617,1.0000,14
2026-05-06 12:46:19,run_1778060708817,1,24,24,v3,16,true,32,27,0,0.0,26,19.4904,-11.5889,7.9015,0.99142,AGENT_STOP,2,F0:16|F1:7|F2:3,13184,0,0,0,0,0,0,0,0,13184,19,0,false,false,32,0.3172,1.0000,19
2026-05-06 12:46:19,run_1778060708817,1,25,25,v3,16,true,32,8,0,0.0,7,2.8800,-8.6183,-5.7383,0.99105,AGENT_STOP,0,F0:7,3450,0,0,0,0,0,0,0,0,3450,2,0,false,false,32,0.1980,1.0000,13
2026-05-06 12:46:20,run_1778060708817,1,26,26,v3,16,true,32,14,0,0.0,13,7.4376,-9.4292,-1.9916,0.99068,AGENT_STOP,2,F0:8|F1:3|F2:2,8234,0,0,0,0,0,0,0,0,8234,9,0,false,false,32,0.3203,1.0000,19
2026-05-06 12:46:21,run_1778060708817,1,27,27,v3,16,true,32,6,0,0.0,6,1.8000,-8.4206,-6.6206,0.99031,AGENT_STOP,0,F0:6,3024,0,0,0,0,0,0,0,0,3024,5,0,false,false,32,0.2107,1.0000,14
2026-05-06 12:46:21,run_1778060708817,1,28,28,v3,16,true,32,11,0,0.0,10,4.6804,-9.3464,-4.6660,0.98994,AGENT_STOP,1,F0:6|F1:4,5660,0,0,0,0,0,0,0,0,5660,7,0,false,false,32,0.2017,1.0000,17
2026-05-06 12:46:24,run_1778060708817,1,29,29,v3,16,true,32,49,0,0.0,48,50.9180,-12.4416,38.4764,0.98957,AGENT_STOP,2,F0:36|F1:6|F2:6,24786,0,0,0,0,0,0,0,0,24786,41,0,false,false,32,0.3014,1.0000,20
2026-05-06 12:46:25,run_1778060708817,1,30,30,v3,16,true,32,15,0,0.0,14,6.8420,-14.5860,-7.7440,0.98920,AGENT_STOP,1,F0:13|F1:1,7635,0,0,0,0,0,0,0,0,7635,11,0,false,false,32,0.3000,1.0000,19
2026-05-06 12:46:26,run_1778060708817,1,31,31,v3,16,true,32,19,0,0.0,18,11.1300,-25.3844,-14.2544,0.98883,AGENT_STOP,1,F0:15|F1:3,9129,0,0,0,0,0,0,0,0,9129,15,0,false,false,32,0.2890,1.0000,19
2026-05-06 12:46:26,run_1778060708817,1,32,32,v3,16,true,32,6,0,0.0,5,1.5020,-10.1516,-8.6496,0.98846,AGENT_STOP,1,F0:4|F1:1,3626,0,0,0,0,0,0,0,0,3626,3,0,false,false,32,0.2245,1.0000,16
2026-05-06 12:46:27,run_1778060708817,1,33,33,v3,16,true,32,13,0,0.0,13,7.0200,-7.7149,-0.6949,0.98809,AGENT_STOP,0,F0:13,7514,0,0,0,0,0,0,0,0,7514,7,0,false,false,32,0.3032,1.0000,16
2026-05-06 12:46:28,run_1778060708817,1,34,34,v3,16,true,32,20,0,0.0,19,11.8208,-15.4778,-3.6570,0.98772,AGENT_STOP,2,F0:14|F1:4|F2:1,9062,0,0,0,0,0,0,0,0,9062,13,0,false,false,32,0.3122,1.0000,19
2026-05-06 12:46:29,run_1778060708817,1,35,35,v3,16,true,32,10,0,0.0,9,3.8808,-6.7680,-2.8872,0.98735,MASK_EMPTY,1,F0:7|F1:2,5029,0,0,0,0,0,1,0,0,5028,6,0,false,false,32,0.2384,1.0000,17
2026-05-06 12:46:29,run_1778060708817,1,36,36,v3,16,true,32,7,0,0.0,6,2.8620,-6.7832,-3.9212,0.98698,AGENT_STOP,1,F0:5|F1:1,3454,0,0,0,0,0,0,0,0,3454,7,0,false,false,32,0.2983,1.0000,18
2026-05-06 12:46:30,run_1778060708817,1,37,37,v3,16,true,32,16,0,0.0,15,8.6840,-11.5361,-2.8521,0.98661,AGENT_STOP,1,F0:12|F1:3,6987,0,0,0,0,0,1,0,0,6986,15,0,false,false,32,0.3000,1.0000,19
2026-05-06 12:46:31,run_1778060708817,1,38,38,v3,16,true,32,12,0,0.0,11,5.3437,-9.2745,-3.9308,0.98624,AGENT_STOP,0,F0:11,5797,0,0,0,0,0,0,0,0,5797,4,0,false,false,32,0.2175,1.0000,14
2026-05-06 12:46:32,run_1778060708817,1,39,39,v3,16,true,32,6,0,0.0,5,1.7400,-10.1516,-8.4116,0.98587,AGENT_STOP,0,F0:5,3270,0,0,0,0,0,0,0,0,3270,3,0,false,false,32,0.1837,1.0000,12
2026-05-06 12:46:32,run_1778060708817,1,40,40,v3,16,true,32,16,0,0.0,15,8.4460,-14.0173,-5.5713,0.98550,AGENT_STOP,1,F0:12|F1:3,8034,0,0,0,0,0,1,0,0,8033,9,0,false,false,32,0.3104,1.0000,19
2026-05-06 12:46:33,run_1778060708817,1,41,41,v3,16,true,32,6,0,0.0,5,2.2240,-10.1516,-7.9276,0.98513,AGENT_STOP,1,F0:3|F1:2,3307,0,0,0,0,0,1,0,0,3306,3,0,false,false,32,0.2929,1.0000,18
2026-05-06 12:46:33,run_1778060708817,1,42,42,v3,16,true,32,6,0,0.0,5,1.4400,-10.1516,-8.7116,0.98476,AGENT_STOP,0,F0:5,2941,0,0,0,0,0,0,0,0,2941,4,0,false,false,32,0.1837,1.0000,12
2026-05-06 12:46:34,run_1778060708817,1,43,43,v3,16,true,32,8,0,0.0,8,2.9300,-7.9373,-5.0073,0.98440,AGENT_STOP,0,F0:8,3254,0,0,0,0,0,0,0,0,3254,5,0,false,false,32,0.2031,1.0000,13
2026-05-06 12:46:35,run_1778060708817,1,44,44,v3,16,true,32,13,0,0.0,12,7.1151,-8.3538,-1.2387,0.98403,AGENT_STOP,2,F0:7|F1:4|F2:1,8423,0,0,0,0,0,0,0,0,8423,12,0,false,false,32,0.2467,1.0000,17
2026-05-06 12:46:35,run_1778060708817,1,45,45,v3,16,true,32,8,0,0.0,7,3.4100,-7.5249,-4.1149,0.98366,AGENT_STOP,0,F0:7,3724,0,0,0,0,0,0,0,0,3724,6,0,false,false,32,0.2725,1.0000,15
2026-05-06 12:46:36,run_1778060708817,1,46,46,v3,16,true,32,18,0,0.0,18,10.2148,-9.8025,0.4123,0.98329,AGENT_STOP,1,F0:14|F1:4,9568,0,0,0,0,0,0,0,0,9568,14,0,false,false,32,0.2628,1.0000,17
2026-05-06 12:46:37,run_1778060708817,1,47,47,v3,16,true,32,9,0,0.0,8,3.2720,-10.1515,-6.8795,0.98292,AGENT_STOP,1,F0:7|F1:1,5437,0,0,0,0,0,0,0,0,5437,5,0,false,false,32,0.2317,1.0000,16
2026-05-06 12:46:37,run_1778060708817,1,48,48,v3,16,true,32,6,0,0.0,5,1.9700,-10.1516,-8.1816,0.98255,AGENT_STOP,0,F0:5,3606,0,0,0,0,0,1,0,0,3605,5,0,false,false,32,0.2803,1.0000,15
2026-05-06 12:46:39,run_1778060708817,1,49,49,v3,16,true,32,22,0,0.0,21,13.6436,-14.9093,-1.2657,0.98219,AGENT_STOP,1,F0:16|F1:5,11155,0,0,0,0,0,1,0,0,11154,15,0,false,false,32,0.3190,1.0000,19
2026-05-06 12:46:40,run_1778060708817,1,50,50,v3,16,true,32,22,0,0.0,22,13.7320,-20.2671,-6.5351,0.98182,AGENT_STOP,1,F0:15|F1:7,11394,0,0,0,0,0,1,0,0,11393,18,0,false,false,32,0.3058,1.0000,19
2026-05-06 12:46:41,run_1778060708817,1,51,51,v3,16,true,32,15,0,0.0,14,8.2408,-7.9411,0.2997,0.98145,AGENT_STOP,1,F0:12|F1:2,7331,0,0,0,0,0,0,0,0,7331,12,0,false,false,32,0.3098,1.0000,19
2026-05-06 12:46:41,run_1778060708817,1,52,52,v3,16,true,32,7,0,0.0,6,1.7700,-9.4047,-7.6347,0.98108,AGENT_STOP,0,F0:6,3222,0,0,0,0,0,0,0,0,3222,4,0,false,false,32,0.1933,1.0000,12
2026-05-06 12:46:42,run_1778060708817,1,53,53,v3,16,true,32,20,0,0.0,20,12.5400,-12.6337,-0.0937,0.98072,AGENT_STOP,1,F0:14|F1:6,9487,0,0,0,0,0,3,0,0,9484,16,0,false,false,32,0.2982,1.0000,19
2026-05-06 12:46:43,run_1778060708817,1,54,54,v3,16,true,32,16,0,0.0,15,9.2400,-6.4669,2.7731,0.98035,AGENT_STOP,1,F0:12|F1:3,7383,0,0,0,0,0,2,0,0,7381,13,0,false,false,32,0.2900,1.0000,18
2026-05-06 12:46:44,run_1778060708817,1,55,55,v3,16,true,32,20,0,0.0,19,12.6380,-13.7649,-1.1269,0.97998,AGENT_STOP,1,F0:17|F1:2,9582,0,0,0,0,0,2,0,0,9580,13,0,false,false,32,0.2982,1.0000,19
2026-05-06 12:46:46,run_1778060708817,1,56,56,v3,16,true,32,36,0,0.0,36,30.7300,-19.0240,11.7060,0.97961,AGENT_STOP,1,F0:29|F1:7,16500,0,0,0,0,0,2,0,0,16498,27,0,false,false,32,0.3082,1.0000,19
2026-05-06 12:46:47,run_1778060708817,1,57,57,v3,16,true,32,14,0,0.0,13,7.6417,-7.4774,0.1643,0.97925,AGENT_STOP,2,F0:7|F1:4|F2:2,7184,0,0,0,0,0,1,0,0,7183,7,0,false,false,32,0.2931,1.0000,18
2026-05-06 12:46:48,run_1778060708817,1,58,58,v3,16,true,32,14,0,0.0,13,7.5218,-7.5681,-0.0462,0.97888,AGENT_STOP,2,F0:8|F1:4|F2:1,7241,0,0,0,0,0,1,0,0,7240,7,0,false,false,32,0.3112,1.0000,19
2026-05-06 12:46:48,run_1778060708817,1,59,59,v3,16,true,32,10,0,0.0,9,4.0000,-9.1040,-5.1040,0.97852,AGENT_STOP,0,F0:9,5279,0,0,0,0,0,0,0,0,5279,8,0,false,false,32,0.2798,1.0000,15
2026-05-06 12:46:49,run_1778060708817,1,60,60,v3,16,true,32,8,0,0.0,7,2.4000,-6.1920,-3.7920,0.97815,MASK_EMPTY,0,F0:7,3756,0,0,0,0,0,1,0,0,3755,5,0,false,false,32,0.1930,1.0000,14
2026-05-06 12:46:49,run_1778060708817,1,61,61,v3,16,true,32,10,0,0.0,9,4.1040,-10.4762,-6.3722,0.97778,AGENT_STOP,1,F0:7|F1:2,5389,0,0,0,0,0,0,0,0,5389,9,0,false,false,32,0.2966,1.0000,18
2026-05-06 12:46:50,run_1778060708817,1,62,62,v3,16,true,32,7,0,0.0,6,2.1400,-10.5820,-8.4420,0.97742,AGENT_STOP,0,F0:6,3449,0,0,0,0,0,1,0,0,3448,5,0,false,false,32,0.2558,1.0000,14
2026-05-06 12:46:50,run_1778060708817,1,63,63,v3,16,true,32,7,0,0.0,6,2.5700,-8.0712,-5.5012,0.97705,AGENT_STOP,0,F0:6,3020,0,0,0,0,0,1,0,0,3019,5,0,false,false,32,0.2598,1.0000,15
2026-05-06 12:46:51,run_1778060708817,1,64,64,v3,16,true,32,8,0,0.0,7,3.5780,-6.5081,-2.9301,0.97668,AGENT_STOP,1,F0:5|F1:2,3348,0,0,0,0,0,1,0,0,3347,9,0,false,false,32,0.3110,1.0000,18
2026-05-06 12:46:52,run_1778060708817,1,65,65,v3,16,true,32,22,0,0.0,21,14.1134,-13.2204,0.8930,0.97632,AGENT_STOP,2,F0:13|F1:7|F2:1,10489,0,0,0,0,0,1,0,0,10488,17,0,false,false,32,0.2907,1.0000,18
2026-05-06 12:46:53,run_1778060708817,1,66,66,v3,16,true,32,18,3,16.7,14,4.8100,-9.4999,-4.6899,0.97595,AGENT_STOP,0,F0:14,9424,3,0,0,0,0,1,0,0,9420,11,0,false,false,32,0.2848,1.0000,15
2026-05-06 12:46:54,run_1778060708817,1,67,67,v3,16,true,32,22,0,0.0,22,15.1688,-12.3779,2.7909,0.97559,AGENT_STOP,1,F0:15|F1:7,11306,0,0,0,0,0,0,0,0,11306,17,0,false,false,32,0.3126,1.0000,19
2026-05-06 12:46:55,run_1778060708817,1,68,68,v3,16,true,32,17,0,0.0,16,8.7020,-13.6517,-4.9497,0.97522,AGENT_STOP,1,F0:15|F1:1,8922,0,0,0,0,0,1,0,0,8921,10,0,false,false,32,0.2994,1.0000,19
2026-05-06 12:46:56,run_1778060708817,1,69,69,v3,16,true,32,8,0,0.0,7,3.1700,-8.2088,-5.0388,0.97486,AGENT_STOP,0,F0:7,3544,0,0,0,0,0,0,0,0,3544,7,0,false,false,32,0.2725,1.0000,15
2026-05-06 12:46:57,run_1778060708817,1,70,70,v3,16,true,32,18,0,0.0,17,10.3398,-12.1182,-1.7784,0.97449,AGENT_STOP,2,F0:10|F1:6|F2:1,9310,0,0,0,0,0,0,0,0,9310,13,0,false,false,32,0.2914,1.0000,19
2026-05-06 12:46:57,run_1778060708817,1,71,71,v3,16,true,32,7,0,0.0,6,2.0100,-8.0427,-6.0327,0.97413,AGENT_STOP,0,F0:6,3041,0,0,0,0,0,0,0,0,3041,1,0,false,false,32,0.1933,1.0000,13
2026-05-06 12:46:58,run_1778060708817,1,72,72,v3,16,true,32,15,0,0.0,14,8.0008,-8.4289,-0.4281,0.97376,AGENT_STOP,1,F0:12|F1:2,7462,0,0,0,0,0,2,0,0,7460,15,0,false,false,32,0.3047,1.0000,19
2026-05-06 12:46:58,run_1778060708817,1,73,73,v3,16,true,32,9,0,0.0,8,3.8200,-6.2025,-2.3825,0.97340,AGENT_STOP,0,F0:8,5548,0,0,0,0,0,0,0,0,5548,3,0,false,false,32,0.2154,1.0000,13
2026-05-06 12:46:59,run_1778060708817,1,74,74,v3,16,true,32,7,0,0.0,6,2.0800,-11.1591,-9.0791,0.97303,AGENT_STOP,0,F0:6,3478,0,0,0,0,0,0,0,0,3478,6,0,false,false,32,0.2598,1.0000,16
2026-05-06 12:46:59,run_1778060708817,1,75,75,v3,16,true,32,8,0,0.0,7,3.6547,-5.1892,-1.5345,0.97267,AGENT_STOP,1,F0:5|F1:2,3704,0,0,0,0,0,0,0,0,3704,4,0,false,false,32,0.2485,1.0000,16
2026-05-06 12:47:00,run_1778060708817,1,76,76,v3,16,true,32,9,0,0.0,8,3.4440,-9.8773,-6.4333,0.97231,AGENT_STOP,1,F0:6|F1:2,4804,0,0,0,0,0,0,0,0,4804,5,0,false,false,32,0.3071,1.0000,19
2026-05-06 12:47:01,run_1778060708817,1,77,77,v3,16,true,32,13,0,0.0,12,6.4300,-10.1702,-3.7402,0.97194,AGENT_STOP,0,F0:12,7507,0,0,0,0,0,1,0,0,7506,10,0,false,false,32,0.2954,1.0000,16
2026-05-06 12:47:02,run_1778060708817,1,78,78,v3,16,true,32,12,0,0.0,11,5.2220,-14.6319,-9.4099,0.97158,AGENT_STOP,1,F0:10|F1:1,5205,0,0,0,0,0,0,0,0,5205,6,0,false,false,32,0.3102,1.0000,19
2026-05-06 12:47:02,run_1778060708817,1,79,79,v3,16,true,32,6,0,0.0,5,2.3900,-10.1516,-7.7616,0.97121,AGENT_STOP,0,F0:5,3762,0,0,0,0,0,0,0,0,3762,2,0,false,false,32,0.2803,1.0000,15
2026-05-06 12:47:03,run_1778060708817,1,80,80,v3,16,true,32,15,0,0.0,14,7.1200,-15.8009,-8.6809,0.97085,AGENT_STOP,0,F0:14,6990,0,0,0,0,0,0,0,0,6990,11,0,false,false,32,0.2633,1.0000,16
2026-05-06 12:47:04,run_1778060708817,1,81,81,v3,16,true,32,14,0,0.0,13,6.9800,-12.3671,-5.3871,0.97049,AGENT_STOP,1,F0:10|F1:3,8054,0,0,0,0,0,0,0,0,8054,11,0,false,false,32,0.3018,1.0000,18
2026-05-06 12:47:05,run_1778060708817,1,82,82,v3,16,true,32,13,0,0.0,12,6.0400,-9.8588,-3.8188,0.97012,AGENT_STOP,0,F0:12,8047,0,0,0,0,0,0,0,0,8047,13,0,false,false,32,0.2816,1.0000,15
2026-05-06 12:47:06,run_1778060708817,1,83,83,v3,16,true,32,20,0,0.0,19,12.1028,-13.8766,-1.7738,0.96976,AGENT_STOP,1,F0:16|F1:3,10119,0,0,0,0,0,1,0,0,10118,18,0,false,false,32,0.3092,1.0000,19
2026-05-06 12:47:07,run_1778060708817,1,84,84,v3,16,true,32,13,0,0.0,12,6.8340,-10.6482,-3.8142,0.96940,AGENT_STOP,1,F0:10|F1:2,7325,0,0,0,0,0,0,0,0,7325,12,0,false,false,32,0.3009,1.0000,18
2026-05-06 12:47:08,run_1778060708817,1,85,85,v3,16,true,32,8,0,0.0,7,3.3200,-7.9865,-4.6665,0.96903,AGENT_STOP,0,F0:7,4182,0,0,0,0,0,0,0,0,4182,8,0,false,false,32,0.2798,1.0000,15
2026-05-06 12:47:08,run_1778060708817,1,86,86,v3,16,true,32,12,0,0.0,11,6.8300,-5.9422,0.8878,0.96867,AGENT_STOP,0,F0:11,5969,0,0,0,0,0,0,0,0,5969,7,0,false,false,32,0.2983,1.0000,15
2026-05-06 12:47:10,run_1778060708817,1,87,87,v3,16,true,32,23,0,0.0,23,13.7620,-26.5560,-12.7940,0.96831,MASK_EMPTY,1,F0:22|F1:1,10319,0,0,0,0,0,1,0,0,10318,19,0,false,false,32,0.3141,1.0000,19
2026-05-06 12:47:11,run_1778060708817,1,88,88,v3,16,true,32,17,0,0.0,16,9.7108,-7.5251,2.1857,0.96795,AGENT_STOP,1,F0:14|F1:2,8441,0,0,0,0,0,1,0,0,8440,16,0,false,false,32,0.3122,1.0000,19
2026-05-06 12:47:12,run_1778060708817,1,89,89,v3,16,true,32,18,0,0.0,17,8.4047,-16.6183,-8.2136,0.96758,AGENT_STOP,1,F0:14|F1:3,9225,0,0,0,0,0,0,0,0,9225,12,0,false,false,32,0.2261,1.0000,17
2026-05-06 12:47:13,run_1778060708817,1,90,90,v3,16,true,32,7,0,0.0,6,2.3719,-7.2449,-4.8730,0.96722,AGENT_STOP,0,F0:6,3296,0,0,0,0,0,0,0,0,3296,3,0,false,false,32,0.1886,1.0000,13
2026-05-06 12:47:14,run_1778060708817,1,91,91,v3,16,true,32,15,0,0.0,14,6.9613,-10.9852,-4.0238,0.96686,AGENT_STOP,0,F0:14,7181,0,0,0,0,0,0,0,0,7181,9,0,false,false,32,0.2097,1.0000,14
2026-05-06 12:47:15,run_1778060708817,1,92,92,v3,16,true,32,18,0,0.0,17,9.5976,-19.1821,-9.5845,0.96650,AGENT_STOP,2,F0:12|F1:3|F2:2,8543,0,0,0,0,0,0,0,0,8543,9,0,false,false,32,0.3173,1.0000,19
2026-05-06 12:47:16,run_1778060708817,1,93,93,v3,16,true,32,16,0,0.0,15,6.7500,-15.6143,-8.8643,0.96614,AGENT_STOP,0,F0:15,7439,0,0,0,0,0,1,0,0,7438,15,0,false,false,32,0.2173,1.0000,14
2026-05-06 12:47:16,run_1778060708817,1,94,94,v3,16,true,32,15,0,0.0,14,7.7900,-19.8724,-12.0824,0.96577,AGENT_STOP,1,F0:11|F1:3,7777,0,0,0,0,0,0,0,0,7777,10,0,false,false,32,0.3097,1.0000,19
2026-05-06 12:47:17,run_1778060708817,1,95,95,v3,16,true,32,14,0,0.0,13,6.4820,-14.3923,-7.9103,0.96541,AGENT_STOP,1,F0:12|F1:1,7042,0,0,0,0,0,0,0,0,7042,8,0,false,false,32,0.3147,1.0000,19
2026-05-06 12:47:18,run_1778060708817,1,96,96,v3,16,true,32,16,0,0.0,15,8.3940,-13.8386,-5.4446,0.96505,AGENT_STOP,1,F0:13|F1:2,7219,0,0,0,0,0,1,0,0,7218,8,0,false,false,32,0.2995,1.0000,18
2026-05-06 12:47:19,run_1778060708817,1,97,97,v3,16,true,32,20,0,0.0,19,11.5300,-22.1285,-10.5985,0.96469,AGENT_STOP,0,F0:19,9925,0,0,0,0,0,3,0,0,9922,15,0,false,false,32,0.2906,1.0000,16
2026-05-06 12:47:20,run_1778060708817,1,98,98,v3,16,true,32,7,0,0.0,6,2.6000,-9.4020,-6.8020,0.96433,AGENT_STOP,0,F0:6,3948,0,0,0,0,0,1,0,0,3947,14,0,false,false,32,0.2744,1.0000,14
2026-05-06 12:47:20,run_1778060708817,1,99,99,v3,16,true,32,8,0,0.0,7,2.2207,-11.6038,-9.3831,0.96397,AGENT_STOP,0,F0:7,4377,0,0,0,0,0,1,0,0,4376,5,0,false,false,32,0.2390,1.0000,14
2026-05-06 12:47:20,run_1778060708817,1,100,100,v3,16,true,32,7,0,0.0,6,2.1400,-7.8067,-5.6667,0.96361,AGENT_STOP,0,F0:6,3641,0,0,0,0,0,0,0,0,3641,2,0,false,false,32,0.2232,1.0000,14
2026-05-06 12:47:27,run_1778060708817,2,10,110,v3,16,true,32,10,0,0.0,9,4.6120,-6.9915,-2.3795,0.96000,AGENT_STOP,1,F0:8|F1:1,5311,0,0,0,0,0,0,0,0,5311,4,0,false,false,32,0.2311,1.0000,16
2026-05-06 12:47:34,run_1778060708817,2,20,120,v3,16,true,32,24,0,0.0,23,18.6248,-8.5465,10.0783,0.95642,AGENT_STOP,2,F0:14|F1:4|F2:5,12068,0,0,0,0,0,0,0,0,12068,21,0,false,false,32,0.3011,1.0000,20
